"name","origin","threat","speakers","lat","lon","desc"
"Massep","Indonesia","Critically endangered","25",-1.7575,138.3178,"Irian Jaya"
"Mor","Indonesia","Severely endangered","25",-2.8607,132.7697,"Irian Jaya"
"Pisamira","Colombia","Critically endangered","25",1.0656,-70.4388,"Localidad de Yacayacíç, en la orilla derecha del rí_o Vaupí©s, a unos 35 Km. al sur este de Mití_"
"Sakurabiat","Brazil","Severely endangered","25",-12.967,-61.2652,""
"Surel","Nepal","Critically endangered","25",27.6969,86.3058,"DolakhÛ district"
"Upper Kuskokwim","United States of America","Critically endangered","25",63.0091,-154.3889,"the Upper Kuskokwim River drainage "
"Zumaya","Cameroon","Critically endangered","25",10.5323,14.3591,""
"Kashaya","United States of America","Critically endangered","24",38.6603,-123.3045,"Along the California coast near the mouth of the Russian River."
"Kavalan","China","Critically endangered","24",24.7393,121.6996,"Taiwan Province"
"Wardaman","Australia","Severely endangered","24",-14.9925,131.9293,""
"Washo","United States of America","Severely endangered","24",38.9226,-119.7256,"Washoe Tribe of Nevada and California"
"Kuku Yalanji","Australia","Severely endangered","23",-15.8148,144.9316,""
"SÛm","Nepal","Severely endangered","23",27.3595,86.9979,"Saà_khuvÛ SabhÛ and Bhojpur districts, along IrkhuvÛ river"
"Southwestern Tlapanec","Mexico","Vulnerable","23",16.9629,-99.0953,"Municipality of Ayutla de los Libres, state of Guerrero"
"Alawa","Australia","Critically endangered","22",-16.4676,134.0771,""
"Tobian","Palau","Critically endangered","22",2.9594,131.8084,"Tabi (Hatobohei) Island"
"Bara (Brazil)","Brazil","Vulnerable","21",0.3515,-68.9721,""
"Ixcatec","Mexico","Critically endangered","21",17.8493,-97.181,"Locality of Santa Marí_a Ixcatlíçn in the municipality of Santa Marí_a Ixcatlíçn, state of Oaxaca"
"Aí±u","Venezuela (Bolivarian Republic of)","Critically endangered","20",11.022,-71.7352,"Sinamaica, Santa Rosa de Agua, El Mojíçn, islas de Toas y San Carlos (northwest of Zulia state, Venezuela)"
"Barzani Jewish Neo-Aramaic (Israel)","Israel","Critically endangered","20",31.7888,35.1947,"Jerusalem and vicinity.  Population originally immigrated from the province of Irbil in Iraqi Kurdistan."
"Bom","Sierra Leone","Severely endangered","20",7.3188,-11.9915,""
"Bundjalung","Australia","Severely endangered","20",-28.9998,152.9077,""
"Chung (Cambodia)","Cambodia","Critically endangered","20",10.6875,103.8084,""
"Dusner","Indonesia","Critically endangered","20",-2.7139,134.3888,"Irian Jaya"
"Forest Enets","Russian Federation","Critically endangered","20",68.6836,86.2727,"the village of Potapovo in Dudinka County in the former Taymyr (Dolgan and Nenets) Autonomous District"
"Foya","Indonesia","Critically endangered","20",-2.4107,138.6996,"Upper Bu River, Irian Jaya"
"Hermit","Papua New Guinea","Critically endangered","20",-2.0869,146.9311,"Manus"
"Jawoyn","Australia","Severely endangered","20",-14.2004,132.55,""
"Kamasa","Papua New Guinea","Critically endangered","20",-6.95,146.2,"Morobe"
"Kanakanabu","China","Critically endangered","20",23.1463,120.6782,"Taiwan Province"
"Kembra","Indonesia","Critically endangered","20",-3.908,140.3942,"Irian Jaya"
"Kilen","China, Russian Federation","Critically endangered","20",47.4689,133.8574,"Raohe County in the northeast of Heilongjiang Province, China; possibly also Pozharskoye County in Maritime (Primoräó»ye) Region, the Russian Federation"
"Kim","Sierra Leone","Critically endangered","20",7.2425,-11.9476,""
"Koko Bera","Australia","Severely endangered","20",-15.6865,141.5917,""
"Kulina Píçno","Brazil","Severely endangered","20",-5.6597,-71.5429,""
"Leco","Bolivia (Plurinational State of)","Critically endangered","20",-15.586,-67.9064,"On Guanay and Coroico rivers (department of La Paz)."
"Loun","Indonesia","Critically endangered","20",-2.8717,128.8366,"West Seram Island, Maluku"
"Mander","Indonesia","Critically endangered","20",-2.4341,138.7284,"Irian Jaya"
"Mangarla","Australia","Critically endangered","20",-20.159,122.6513,""
"Maringarr","Australia","Critically endangered","20",-14.1525,129.6166,""
"Nataoran","China","Critically endangered","20",24.0088,121.5898,"Taiwan Province"
"Nez Perce","United States of America","Critically endangered","20",46.4347,-116.8268,"The Upriver dialect is spoken by a handful of elders at Kamiah and Lapwai on the Nez Perce Reservation in north-central Idaho, and several more on the Colville Reservation in eastern Washington.  The Downriver dialect is mainly preserved by a few speakers on the Umatilla Reservation in Oregon "
"Nisvai","Vanuatu","Critically endangered","20",-16.4492,167.7117,"Malekula"
"Nyamal","Australia","Severely endangered","20",-21.4019,119.3225,""
"Nyikina","Australia","Severely endangered","20",-18.2613,124.6179,""
"Panamint","United States of America","Critically endangered","20",36.4555,-116.8666,"Communities are located in Lone Pine, Death Valley, and Darwin, California and Beatty, Nevada."
"Pite Saami","Norway, Sweden","Critically endangered","20",66.0447,17.8857,"originally most parts of Arjeplog County in Norrbotten Province (Pite Lappmark) in Sweden and adjacent area in Norway"
"Qawasqar","Chile","Critically endangered","20",-49.6391,-74.3554,"Puerto Edí©n, on Wellington Island, Magallanes region, Chile"
"Red Gelao (Viet Nam)","Viet Nam","Critically endangered","20",23.1666,105.25,""
"Somyev","Cameroon, Nigeria","Critically endangered","20",6.9318,11.5136,""
"Ume Saami","Sweden","Critically endangered","20",65.1091,18.2153,"Arvidsjaur County and the southeastern corner of Arjeplog County in Norrbotten Province (Pite Lappmark) and Malí« and Sorsele counties and the northern Tí_rna region in Storuman County in Ví_sterbotten Province (Lycksele Lappmark), Sweden; formerly also Rana County in Nordland Province, Norway"
"Usku","Indonesia","Critically endangered","20",-3.5449,140.7499,"Irian Jaya"
"Vote","Russian Federation","Critically endangered","20",59.5858,28.4518,"Kingisepp County in the west of St. Petersburg (Leningrad) Province, concentrated in the villages of Krakoläó»e (Jíµgíµperí_) and Peski-Luzhitsy (Liivtçí_lí_-Luuditsa), until recently also in Kotly (Kattila) and Mezhniki (Rajo), which belong to the area of the Western dialect; the last speakers of Eastern Vote, in Icipino (Itçí_pí_iví_), died probably in the 1960s, and those of the distinct, Ingrian-influenced dialect of Kurovitsy (Kukkusi) in the 1980s"
"Wajarri","Australia","Severely endangered","20",-26.8841,116.6748,""
"Wambaya","Australia","Critically endangered","20",-17.7696,134.923,""
"Warekena (Brazil)","Brazil","Critically endangered","20",0.7909,-68.3789,""
"White Gelao (Viet Nam)","Viet Nam","Severely endangered","20",23.2,105.3333,""
"Mixtec of Tlaltempan","Mexico","Definitely endangered","19",18.6166,-98.0833,"Municipality of Santa Catarina Tlaltempan, state of Puebla"
"Uruak","Venezuela (Bolivarian Republic of)","Critically endangered","19",3.9957,-63.5888,"State of Bolí_var, Venezuela. State of Roraima, Brazil."
"Pacahuara","Bolivia (Plurinational State of)","Critically endangered","18",-11.4369,-65.6762,""
"Ririo","Solomon Islands","Critically endangered","18",-6.91,156.9671,"Choiseul"
"Ava-Canoeiro","Brazil","Critically endangered","16",-14.0847,-48.0418,"Brazil, States of Goiíçs and Tocantins"
"Chorotega","Costa Rica","Critically endangered","16",9.8991,-83.6855,"Near Turrialba according to Ethnologue"
"Ainu (Hokkaido)","Japan","Critically endangered","15",43.2612,142.8222,"the island of Hokkaido"
"Jaminjung","Australia","Severely endangered","15",-15.2417,130.5725,""
"Mwesen","Vanuatu","Critically endangered","15",-13.874,167.5415,"Vanua Lava Island, Banks Islands"
"Sechelt","Canada","Critically endangered","15",50.0846,-123.7437,"Spread over 1 communities in Canada"
"Tanana","United States of America","Critically endangered","15",64.605,-149.0625,"villages of Minto and Nenana, was also spoken in a number of villages on the Tanana River"
"Ingalik","United States of America","Critically endangered","14",62.1655,-156.3134,""
"Jingulu","Australia","Severely endangered","14",-17.3716,134.187,""
"Zapotec of Mixtepe","Mexico","Critically endangered","14",16.2666,-96.3666,"Locality of San Agustí_n Mixtepec, state of Oaxaca"
"Woria","Indonesia","Critically endangered","13",-2.4011,136.4886,"Irian Jaya"
"Aruíç","Brazil","Severely endangered","12",-12.0285,-64.7094,"The group lives in indigenous lands of Rio Branco, Posto Indí_gena Rio Guaporí©, southern RondíÇnia "
"Han (United States of America)","United States of America","Critically endangered","12",64.7837,-141.2172,"Eagle, Alaska and Dawson in Canada"
"Hupa","United States of America","Critically endangered","12",41.7624,-123.7028,"Hoopa Valley Reservation in northwest California"
"Karuk","United States of America","Severely endangered","12",41.7929,-123.3763,"Karuk Tribe of the Klamath River in northwestern California"
"Makah","United States of America","Critically endangered","12",48.3658,-124.6118,"Southern Wakashan language spoken by the Makah Tribe, at Neah Bay on the northwest tip of the Olympic Peninsula in Washington State.  "
"Ngaatjatjara","Australia","Severely endangered","12",-25.1651,127.3535,""
"Ngaliwuru","Australia","Critically endangered","12",-15.5595,131.0614,""
"Ofayí©","Brazil","Critically endangered","12",-21.361,-52.0532,"The group lives in the indigenous lands Ofaií©-Xavante, Brasilí¢ndia Municipality, Mato Grosso do Sul State - Brazil.  "
"Umpila","Australia","Severely endangered","12",-13.0366,143.3386,""
"Yurok","United States of America","Critically endangered","12",41.0607,-124.1413,"Yurok Tribe of northwestern California and of three nearby independent rancherias of Yurok heritage, Reseghini, Big Lagoon, and Trinidad (Cher-Ae). "
"Kinikinau","Brazil","Critically endangered","11",-21.0685,-56.2765,"Aldeia Sí£o Joí¢o, RI Kadiwí©u, Municipality of Porto Murtinho, West of the Mato Grosso do Sul State (MS). Some Kinikinau live in Terena villages, in MS."
"Wagiman","Australia","Severely endangered","11",-14.1845,131.6546,""
"Achumawi","United States of America","Critically endangered","10",40.8816,-122.6715,"Both Achumawi and Atsugewi are heritage languages of the Pit River Tribe, which is organized into 11 bands representing the tribal groups with traditional territory along Pit River. "
"Arho","New Caledonia (France)","Critically endangered","10",-21.274,165.0503,"Poya region"
"Arikara","United States of America","Critically endangered","10",47.648,-101.8327,"The modern Arikara, one of the Three Affiliated Tribes, share the Fort Berthold Reservation in North Dakota with the Mandan and Hidatsa, primarily in the communities of White Shield and Parshall. "
"Ayizi","China","Critically endangered","10",24.5964,103.7329,""
"Bangsa","Vanuatu","Critically endangered","10",-16.146,167.389,"Malekula"
"Ch'orti' (Honduras)","Honduras","Critically endangered","10",14.9364,-88.865,"Department of Copíçn"
"Chung (Thailand)","Thailand","Critically endangered","10",14.4897,99.1661,""
"Copper Island Aleut","Russian Federation","Critically endangered","10",54.7753,167.5662,"all on Bering Island, one of the Commander Islands in the west of the Aleutian chain, near Kamchatka, in Kamchatka Province, where Copper Island Aleuts were translocated in the 1960s; Copper Island Aleut is a mixed language of (the Attu dialect of) Aleut and Russian, which originally developed in the mid-19th century on Copper Island, the other of the Commander Islands, among Aleut speakers who had been moved there from Attu Island in Alaska"
"Gros Ventre","United States of America","Critically endangered","10",48.4824,-108.7639,"Fort Belknap Reservation in north-central Montana"
"Gweno","United Republic of Tanzania","Critically endangered","10",-3.7135,37.6501,""
"Hoti","Indonesia","Critically endangered","10",-3.0143,130.3692,"East Seram Island, Maluku"
"Hulung","Indonesia","Critically endangered","10",-2.8614,128.5606,"West Seram Island, Maluku"
"Ibu","Indonesia","Critically endangered","10",1.5269,127.5265,"North Halmahera Island, Maluku"
"Iranxe","Brazil","Critically endangered","10",-12.6939,-57.843,""
"Kamarian","Indonesia","Critically endangered","10",-3.4366,128.5345,"West Seram Island, Maluku"
"Karajarri","Australia","Critically endangered","10",-19.0205,122.3437,""
"Karipuna","Brazil","Definitely endangered","10",-10.2284,-64.5556,"Indigenous lands Karipuna, north-western RondíÇnia, Upper Madeira River - Brazil."
"Katawixi","Brazil","Critically endangered","10",-8.8416,-66.0937,"The group lives in the indigenous lands Jacareí_ba/Katawixi, Jacareí_ba River, a right-bank tributary of the Purus River, Municipality of Canutama, Amazonas State - Brazil."
"Kawaiisu","United States of America","Critically endangered","10",35.0589,-118.4026,""
"Khí_vsgí_l Uryangkhay","Mongolia","Critically endangered","10",50.9722,101.3159,"to the east of Lake Khí_vsgí_l in Khí_vsgí_l League in the northernmost region of Mongolia"
"Krenak","Brazil","Critically endangered","10",-19.1937,-41.1527,""
"Kurrama","Australia","Critically endangered","10",-21.6383,117.9711,""
"Lardil","Australia","Critically endangered","10",-16.5526,139.3176,""
"Lom","Indonesia","Critically endangered","10",-1.6751,105.8917,"Sumatra"
"Lorediakarkar","Vanuatu","Critically endangered","10",-15.1967,167.0498,"Central East Coast of Santo Island"
"Madngele","Australia","Critically endangered","10",-13.3789,130.5395,""
"Malak Malak","Australia","Critically endangered","10",-13.7713,130.6384,""
"Manchu (Amur)","China","Critically endangered","10",49.7666,127.5,"Dawujia village in Aihui County of Heihe Prefecture of Heilongjiang Province; Manchu was originally spoken all over historical Manchuria; it includes the extinct Jurchen"
"Manchu (Nonni)","China","Critically endangered","10",48.0083,124.3542,"Sanjiazi village in Fuyu County of Heilongjiang Province; Manchu was originally spoken all over historical Manchuria; it includes the extinct Jurchen"
"Mandan","United States of America","Critically endangered","10",47.5165,-102.2461,"Mandan, at Twin Buttes, ND,  is one of the Three Affiliated Tribes, sharing  the Fort Berthold Reservation in North Dakota with Hidatsa and the Arikara.    "
"Marrisyefin","Australia","Critically endangered","10",-13.934,129.8254,""
"Massalat","Chad","Critically endangered","10",12.7635,20.5993,""
"Matanvat","Vanuatu","Critically endangered","10",-15.8972,167.1947,"Malekula"
"Matipu","Brazil","Critically endangered","10",-12.2366,-53.1875,"The group lives in the indigenous lands Parque Indí_gena do Xingu, in the villages Magijapei, Jagamí_, Kí_nga-Hí_nga, Municipality of Gaí_cha do Norte and QueríÈncia, Mato Grosso State - Brazil."
"Mawayana (Brazil)","Brazil, Suriname","Critically endangered","10",-0.9447,-58.2495,""
"Munsee (Canada)","Canada","Critically endangered","10",42.57,-81.879,"Spread over 4 communities in Canada"
"Naati","Vanuatu","Critically endangered","10",-16.515,167.4645,"Malekula"
"Ngardi","Australia","Critically endangered","10",-20.6327,128.5839,""
"Ngbinda","Democratic Republic of the Congo","Critically endangered","10",4.6092,27.0812,""
"Northern Paiute (Idaho)","United States of America","Critically endangered","10",43.0439,-112.4566,"Sho-Ban Tribe of Fort Hall Reservation, Idaho. Speakers of Northern Paiute are found in communities in Oregon, Nevada, California, and Idaho."
"Nusa Laut","Indonesia","Critically endangered","10",-3.6833,128.8,"Nusa Laut and Lease Islands, Maluku"
"Oneida (Wisconsin)","United States of America","Critically endangered","10",44.5158,-88.0075,"At Green Bay, WI; Oneida, NY. In Canada: Thames River near London, Ontario."
"Onondaga (New York)","United States of America","Critically endangered","10",43.047,-76.1422,"Near Syracuse, NY; Six Nations Reserve, Ontario, Canada."
"Osage","United States of America","Critically endangered","10",36.6683,-96.3316,"In  northeastern Oklahoma, around Pawhuska."
"Parintintin","Brazil","Critically endangered","10",-6.5773,-61.7871,""
"Pawnee","United States of America","Critically endangered","10",36.3372,-96.8032,"In Pawnee County in north central Oklahoma."
"Puari","Papua New Guinea","Critically endangered","10",-2.8689,141.6577,"Sandaun (West Sepik) Province"
"Rembarrnga","Australia","Critically endangered","10",-13.3896,133.6706,""
"Sene","Papua New Guinea","Critically endangered","10",-6.3753,147.7825,"Morobe Province"
"Sowa","Vanuatu","Critically endangered","10",-15.8609,168.1842,"Pentecost"
"Susuami","Papua New Guinea","Critically endangered","10",-7.2044,146.5493,"Upper Watut River valley, outside Bulolo town, Morobe Province"
"Taap","Papua New Guinea","Critically endangered","10",-6.146,146.3955,"Kaiapit District, Morobe Province"
"Tape","Vanuatu","Critically endangered","10",-16.0953,167.3094,"Malekula"
"Ter Saami","Russian Federation","Critically endangered","10",68.0638,38.7063,"earlier the eastern parts of Lovozero County in Murmansk Province, from where the speakers were translocated to Lovozero"
"Thao","China","Critically endangered","10",23.8808,120.9206,"Taiwan Province"
"Tule-Kaweah Yokuts","United States of America","Critically endangered","10",36.0269,-118.7213,"In the Sierra Nevada foothills along the Tule and Kaweah Rivers, east of Porterville, CA; Tule River Reservation."
"Tundra Enets","Russian Federation","Critically endangered","10",71.6973,83.5839,"the village of Vorontsovo in Ustäó»-Yeniseysk County in the former Taymyr (Dolgan and Nenets) Autonomous District"
"Wichita","United States of America","Critically endangered","10",35.0647,-98.2788,"Today Wichita live in Caddo County in central Oklahoma,  in and around the town of Anadarko."
"Xambioíç","Brazil","Critically endangered","10",-7.1717,-49.1583,"Parque Indí_gena do Araguaia, States of Tocantins and Goiíçs, Brazil
Karajíç, Javaí©, and Xambioíç are dialects on one language, all having the self-designation iny [i'ní£].  Javaí© is the most divergent according to Ribeiro."
"Yawalapiti","Brazil","Critically endangered","10",-12.1702,-53.3365,"Terra Indí_gena do Xingu, Alto Xingu, Estado de Mato Grosso"
"Yiiji","Australia","Critically endangered","10",-15.8458,127.6281,""
"Aríçra Shawí£díçwa","Brazil","Critically endangered","9",-8.581,-72.29,""
"Kuuku Ya'u","Australia","Critically endangered","9",-12.0185,142.8112,""
"Ngandi","Australia","Critically endangered","9",-13.6459,135.2087,""
"Ngarluma","Australia","Critically endangered","9",-21.1664,117.3339,""
"Zaparo","Ecuador, Peru","Critically endangered","9",-2.2186,-76.5087,"Ecuador: Province of Pastaza."
"Ongota","Ethiopia","Critically endangered","8",5.3207,37.2244,""
"Ajuru","Brazil","Severely endangered","8",-12.0178,-64.7534,"The group living in indigenous lands Rio Guaporí©, south-western RondíÇnia  - Brazil"
"Araki","Vanuatu","Critically endangered","8",-15.6322,166.9413,"Araki Island, Santo"
"Ayapanec","Mexico","Critically endangered","8",18.2241,-93.1108,"Locality of Ayapa, Municipality of Jalpa de Mí©ndez, state of Tabasco"
"Busuu","Cameroon","Critically endangered","8",6.8282,10.1087,""
"Chamicuro","Peru","Critically endangered","8",-5.5285,-75.5969,"Departamento de Loreto, provincia  de Alto Amazonas, distrito de  Lagunas, localidad de Pampa Hermosa (en un afluente del rí_o Huallaga)"
"Dumi","Nepal","Critically endangered","8",27.3095,86.7521,"Khoà__Ûà_ district."
"Kayardild","Australia","Critically endangered","8",-17.1197,139.4604,""
"Munichi","Peru","Critically endangered","8",-5.8182,-76.1846,"En el poblado de  Muniches, cerca de  Yurimaguas, en el departamento de  Loreto"
"N|uu","South Africa","Critically endangered","8",-28.5169,21.4453,"4 speakers in the Upington area (pointer), 1 in Oifantshoek area, 3 in Andriesvale-Witdraai area. Rumors about two possible speakers in Khwa."
"Xetíç","Brazil","Critically endangered","8",-23.2867,-53.3935,"Brazil, Paraníç State"
"Kiksht","United States of America","Critically endangered","7",44.2708,-121.2871,"The Wasco variety is represented by five elderly speakers on the Warm Springs Reservation in north-central Oregon.  The Wishram variety is spoken by two elders on the Yakama Reservation in eastern Washington"
"Makolkol","Papua New Guinea","Critically endangered","7",-4.8994,151.6827,"East New Britain"
"Akuntsu","Brazil","Critically endangered","6",-13.1169,-61.018,"The group lives in indigenous lands Rio Omorí©rí©, south-eastern RondíÇnia  - Brazil"
"Anambí©","Brazil","Critically endangered","6",-2.7674,-49.2297,""
"Arabana","Australia","Critically endangered","6",-28.6134,135.8349,""
"Ipai","United States of America","Critically endangered","6",32.9359,-116.868,"Four communities in northwestern San Diego County, including Mesa Grande, Santa Ysabel, San Pasqual, and Barona.  "
"Karaim (Western Ukraine)","Ukraine","Critically endangered","6",50.7538,25.3351,"towns of Lutsäó»k (Lutsk) and Halych (Galich)"
"Kings River Yokuts","United States of America","Critically endangered","6",36.9104,-118.9261,"East of Fresno, CA."
"Korana","South Africa","Critically endangered","6",-26.9352,24.1254,""
"Mangarrayi","Australia","Critically endangered","6",-14.8067,133.8793,""
"Northern Sierra Miwok","United States of America","Critically endangered","6",38.4008,-120.5351,"Spoken at the Jackson Rancheria near Westpoint"
"Abaga","Papua New Guinea","Critically endangered","5",-6.1883,145.5976,"North of Henganofi, around Kisi, Eastern Highlands Province, eastern part of the Goroka District"
"Aleut (Western, Commander Islands)","Russian Federation","Critically endangered","5",55.171,166.094,"Bering Island, one of the Commander Islands in the west of the Aleutian chain, near Kamchatka, in Kamchatka Province; moved there from Attu Island in Alaska in the early 19th century; cf. Copper Island Aleut"
"Aqaw Gelao","China","Critically endangered","5",28.7447,106.0714,""
"Aveteian","Vanuatu","Critically endangered","5",-16.3985,167.4213,"Malekula"
"Central Selkup","Russian Federation","Critically endangered","5",59.8903,82.0129,"mainly the eastern parts of Kargasok and Parabeläó» counties in Tomsk Province"
"Cocama-Cocamilla (Brazil)","Brazil","Critically endangered","5",-1.8043,-66.5332,""
"Dyirbal","Australia","Critically endangered","5",-18.0205,145.4809,""
"Gamilaraay","Australia","Critically endangered","5",-29.7929,149.7106,""
"Great andamanese","India","Critically endangered","5",12.2326,92.9031,"Middle and North Adaman"
"Guatí_","Brazil","Critically endangered","5",-17.644,-57.6562,"Indigenous lands Guatí_, extreme north-western Mato Grosso do Sul State, on the border between Bolivia and Mato Grosso and Mato Grosso do Sul states, north of Corumbíç - Mato Grosso do Sul - Brazil."
"Holikachuk","United States of America","Critically endangered","5",64.2254,-155.3027,""
"Iduh (Viet Nam)","Viet Nam","Critically endangered","5",19.4162,104.487,""
"Isarog Agta","Philippines","Critically endangered","5",13.6805,123.3805,""
"Itonama","Bolivia (Plurinational State of)","Critically endangered","5",-13.6246,-63.5668,"Magdalena and Huacaraje, province of Ití©nez, department of Beni"
"Juma","Brazil","Critically endangered","5",-7.4496,-63.8195,"The group lives in indigenous lands Juma, upper courses of the Ipixuna, Mucuim, Tabocal, and Jacarí© rivers (tributaries of the Purus), on the Igarapí© Tapiu (right tributary of the Ií_uí£), Municipality of Canutama between the cities of Humaita and Líçbrea - Amazonas State - Brazil"
"Kalispel","United States of America","Critically endangered","5",48.2549,-117.2174,"Kalispel Reservation in northeastern Washington, Spokane Reservation, and Chewelah."
"KanoíÈ","Brazil","Critically endangered","5",-13.1222,-61.051,"The group lives in indigenous lands Rio Guaporí© and Rio Branco Municipalities of  Guajaríç-Mirim and Alta Floresta däó»Oeste- RondíÇnia state  - Brazil."
"Liki","Indonesia","Critically endangered","5",-1.6202,138.738,"Like Island, Irian Jaya"
"Luiseí±o","United States of America","Critically endangered","5",33.4622,-117.1269,"Descendants live at the La Jolla, Rincon, Pauma, Pechanga, and Pala Reservations, and in the town of San Juan Capistrano.  "
"Lushootseed","United States of America","Critically endangered","5",47.6074,-122.5681,"Upper Skagit, Swinomish, Suquamish, Muckleshoot, Puyallup, and Nisqually Reservations, and especially the Tulalip Reservation near Marysville, WA."
"Manchurian Kirghiz","China","Critically endangered","5",47.8,124.2,"Fuyu County in Heilongjiang Province in China; extinct since the early twentieth century in Hulun Buir League in Inner Mongolia"
"Mansim","Indonesia","Critically endangered","5",-0.9008,134.0441,"Irian Jaya"
"Naman","Vanuatu","Critically endangered","5",-16.1216,167.4337,"Malekula"
"Nasarian","Vanuatu","Critically endangered","5",-16.3517,167.4659,"Malekula"
"Navwien","Vanuatu","Critically endangered","5",-16.469,167.4975,"Malekula"
"Ndai","Cameroon","Critically endangered","5",8.399,14.1641,""
"Ngalakan","Australia","Critically endangered","5",-14.5729,134.4946,""
"Nivat","Vanuatu","Critically endangered","5",-16.1302,167.3835,"Malekula"
"Niviar","Vanuatu","Critically endangered","5",-16.1302,167.3945,"Malekula"
"Olrat","Vanuatu","Critically endangered","5",-14.2796,167.4302,"Gaua Island"
"Oro Win","Brazil","Critically endangered","5",-11.6683,-65.1379,"Not mutually intelligible with Warí_.  Morí© is still more distant."
"Paunaca","Bolivia (Plurinational State of)","Critically endangered","5",-16.573,-61.4355,""
"Resí_garo","Peru","Critically endangered","5",-2.7674,-71.7187,"Loreto, prov. de  Mariscal Castilla, cuenca  del rí_o  Yahuasyaco, en aldeas de  boras ( tal como Brillo Nuevo) "
"Sorsorian","Vanuatu","Critically endangered","5",-16.4709,167.6499,"Malekula"
"Southern Selkup","Russian Federation","Critically endangered","5",58.6626,85.8581,"Kolpashevo and Upper Ketäó» (Verkhneketskiy) counties in Tomsk Province and adjacent parts of Krasnoyarsk Region in the Russian Federation; formerly spoken further to the south"
"Tuzantec","Mexico","Critically endangered","5",15.1455,-92.4232,"Municipality of Tuzantíçn, state of Chiapas"
"Vano","Solomon Islands","Critically endangered","5",-11.6286,166.8383,"Vanikoro"
"Wunambal","Australia","Critically endangered","5",-15.6124,125.0024,""
"Yuchi","United States of America","Critically endangered","5",36.0009,-96.0988,"In northeastern Oklahoma, near Sapulpa, Hectorsville, and Bristow."
"Bonerif","Indonesia","Critically endangered","4",-2.1088,139.2352,"Irian Jaya"
"Coeur d'Alene","United States of America","Critically endangered","4",43.3433,-116.8873,"Coeur däó»Alene Reservation in northern Idaho"
"Dharawal","Australia","Critically endangered","4",-34.7235,150.5786,""
"Guranalum","Papua New Guinea","Critically endangered","4",-4.3464,152.8417,"New Ireland"
"Lengilu","Indonesia","Critically endangered","4",3.7327,115.8728,"Kalimantan, Indonesia"
"Njerep","Cameroon","Critically endangered","4",6.4572,11.2884,""
"Ouma","Papua New Guinea","Critically endangered","4",-10.233,149.1,"Central Province"
"Paakantyi","Australia","Critically endangered","4",-31.5598,143.3935,""
"Saponi","Indonesia","Critically endangered","4",-2.4025,136.5037,"Irian Jaya"
"Tanema","Solomon Islands","Critically endangered","4",-11.6986,166.9111,"Vanikoro"
"Tehuelche","Argentina","Critically endangered","4",-51.5087,-70.3125,"Patagonia"
"Totorí_","Colombia","Critically endangered","4",2.504,-76.4016,""
"Waanyi","Australia","Critically endangered","4",-17.7486,138.2739,""
"Worrorra","Australia","Critically endangered","4",-16.4887,124.6289,""
"Awakatek (Mexico)","Mexico","Critically endangered","3",19.3481,-90.7177,"Localities of Maya Tecí_n I, Maya Teceun II and Santo Domingo Kestí© in the municipality of Champotí_n in the state of Campeche"
"Baldemu","Cameroon","Critically endangered","3",10.5742,14.5623,""
"Bung","Cameroon","Critically endangered","3",6.5718,11.8267,""
"Canichana","Bolivia (Plurinational State of)","Extinct","3",-14.5835,-64.9731,"San Pedro, province of Cercado, department of Beni"
"Central Pomo","United States of America","Critically endangered","3",38.9704,-123.6893,"speakers on the California coast at Point Arena-Manchester and about 40 miles inland in the Hopland area."
"Central Sierra Miwok","United States of America","Critically endangered","3",37.962,-120.2384,"Descendants live in a scattering of small communities, the largest at the Jackson and Tuolumne Rancherias, CA."
"Chemehuevi","United States of America","Critically endangered","3",34.0138,-114.2146,"Colorado River Indian Reservation at Parker, Arizona, and on the neighboring Chemehuevi Reservation in California.  "
"Kiowa Apache","United States of America","Critically endangered","3",35.1018,-98.6033,""
"Konkow","United States of America","Critically endangered","3",39.467,-121.5155,"Mooretown Rancheria, CA."
"Lake Miwok","United States of America","Critically endangered","3",38.6426,-122.3849,"Speakers live at the Middletown Rancheria, on ancestral Lake Miwok territory to the southeast of Clear Lake.  "
"Mabiri","Chad","Critically endangered","3",12.1682,18.7275,""
"Mescalero-Chiricahua Apache (Oklahoma)","United States of America","Critically endangered","3",34.8986,-98.3589,"Chiricahua speakers, Ft. Sill Apache"
"Northern Pomo","United States of America","Critically endangered","3",39.4143,-123.3502,"Sherwood Rancheria near Willits, California"
"SabaníÈ","Brazil","Critically endangered","3",-12.5277,-59.6859,""
"Southern Pomo","United States of America","Critically endangered","3",38.7048,-122.8971,"Speakers live along the lower course of the Russian River in Sonoma County, California."
"Southern Sierra Miwok","United States of America","Critically endangered","3",37.6148,-119.789,"Descendants live in a scattering of small communities, the largest at the Jackson and Tuolumne Rancherias, CA.  "
"Tubatulabal","United States of America","Critically endangered","3",35.6444,-118.5183,"Kern County, California, in the Kern River Valley of the southern Sierra Nevada.  "
"Tuscarora (United States of America)","United States of America","Critically endangered","3",43.0877,-79.0627,"Tuscarora Reservation near Niagara Falls, New York, in the US; Six Nations Reserve, Ontario, in Canada."
"Ura","Vanuatu","Critically endangered","3",-18.654,169.074,"Erromango"
"Andoa (Peru)","Peru","Critically endangered","2",-2.6796,-76.2011,"Cabeceras del rí_o Pastaza, en Loreto. Localidad de  Andoas en el rí_o Tigre"
